provider_name,program_name,title,level_or_modality,modality,address,barrio,locality,contact,phone,website,schedule,duration,enrollment_period,notes,unit,lat,lon,maps_url,address_kmz,geo_source
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Política y Planificación del Transporte,Especialización,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Hábitat y Sostenibilidad,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Política y Planificación del Transporte,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Hábitat y Sostenibilidad,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Políticas Públicas y Gerenciamiento del Desarrollo,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Política y Gobierno,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Profesorado Universitario,Profesorado,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Programación Informática,Tecnicatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,ecyt.estudiantes@unsam.edu.ar,,,,,Del 08 al 26 de septiembre,,Escuela de Ciencia y Tecnología,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,"Proyecto de Intervención en el Patrimonio Territorial, Urbano y Arquitectónico.",Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Hábitat y Sostenibilidad,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Prácticas Artísticas Contemporáneas,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Arte y Patrimonio,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Psicopedagogía,Licenciatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,psicopedagogia@unsam.edu.ar,,,,,Del 01/10/2024 al 04/10/2024,,Escuela de Humanidades,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Radioquímica y Aplicaciones Nucleares,Especialización,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Instituto Dan Beninson,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Reactores Nucleares y su Ciclo de Combustible,Especialización,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Instituto Dan Beninson,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Redes Informáticas,Tecnicatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,ecyt.estudiantes@unsam.edu.ar,,,,,Del 08 al 26 de septiembre,,Escuela de Ciencia y Tecnología,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Rehabilitación Visual,Licenciatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Instituto de Rehabilitación y Movimiento,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Relaciones Internacionales,Doctorado,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Política y Gobierno,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Relaciones Internacionales,Licenciatura,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,gradopyg@unsam.edu.ar,,,,,2025-10-27 00:00:00,,Escuela de Política y Gobierno,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Relaciones Internacionales,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Política y Gobierno,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Silvicultura urbana y periurbana,Especialización,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,,,Escuela de Hábitat y Sostenibilidad,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Sistemas Espaciales,Ingeniería,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,ecyt.estudiantes@unsam.edu.ar,,,,,Del 08 al 26 de septiembre,,Escuela de Ciencia y Tecnología,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Sociología de la Cultura y Análisis Cultural,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,Del 01/09 al 19/12 de 2025,,Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Sociología Económica,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,Del 01/09 al 19/12 de 2025,,Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Sociología Política,Maestría,Superior,,"Av. 25 de Mayo 1169, B1650 San Martín, Provincia de Buenos Aires",A validar (UNSAM),San Martín,,,,,,Del 01/09 al 19/12 de 2025,,Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,,,https://www.google.com/maps/search/?api=1&query=Av.+25+de+Mayo+1169%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
UNIVERSIDAD NACIONAL DE SAN MARTÍN,Sociología,Doctorado,Superior,,UNIVERSIDAD NACIONAL DE SAN MARTIN,A validar (UNSAM),San Martín,,,,,,Del 01/09 al 19/12 de 2025,,Escuela Interdisciplinaria de Altos Estudios Sociales - IDAES,,,https://www.google.com/maps/search/?api=1&query=UNIVERSIDAD+NACIONAL+DE+SAN+MARTIN,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
